Goal,Target,Indicator,SeriesCode,Country,Time,Val,ValType,Age,Freq,Location,Nature,Scenario,Sex,Units
6,6.4,6.4.2,ER_H2O_STRESS,Saudi Arabia,2014,1242.637483,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Syrian Arab Republic (Syria),2014,109.407816,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,United Arab Emirates,2014,2346.455888,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Turkey,2014,27.489558,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Malaysia,2014,3.411505,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Lao PDR,2014,1.392734,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Cambodia,2014,0.609493,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Cyprus,2014,37.638913,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Indonesia,2014,9.240649,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Brazil,2014,1.323345,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Argentina,2014,6.643319,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Venezuela (Bolivarian Republic),2014,2.579149,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Central Asia,2014,55.8,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Kazakhstan,2014,28.143919,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Southern Asia,2014,47.5,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Turkmenistan,2014,162.83132,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Uzbekistan,2014,138.819613,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Tajikistan,2014,71.354123,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Kyrgyzstan,2014,43.953537,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,French Guiana,2014,0,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Ecuador,2014,3.736662,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Colombia,2014,0.85575,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Chile,2014,5.49702,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Suriname,2014,0.956564,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Peru,2014,1.161169,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Paraguay,2014,0.933105,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Guyana,2014,0.861991,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Nicaragua,2014,1.348507,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Mexico,2014,24.071249,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Honduras,2014,2.493881,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Guatemala,2014,3.760442,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Panama,2014,1.049281,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Bolivia,2014,0.526429,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Bangladesh,2014,3.786324,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Singapore,2014,31.666667,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Timor-Leste,2014,14.266586,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Botswana,2014,2.089327,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Lesotho,2014,2.133072,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Equatorial Guinea,2014,0.101145,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,"Congo, (Kinshasa)",2014,0.090419,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Gabon,2014,0.122306,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Sao Tome and Principe,2014,0.460033,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Nigeria,2014,5.827897,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Niger,2014,3.748312,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Senegal,2014,7.232797,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Sierra Leone,2014,0.177541,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Mali,2014,5.820419,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Liberia,2014,0.078938,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Mauritania,2014,15.859058,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Guinea-Bissau,2014,0.71031,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Guinea,2014,0.326563,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Ghana,2014,2.786305,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Côte d'Ivoire,2014,2.71436,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Gambia,2014,1.450538,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Cape Verde,2014,8.96651,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Burkina Faso,2014,9.492213,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,South Africa,2014,42.915441,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Central African Republic,2014,0.069846,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Thailand,2014,17.488838,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Cameroon,2014,0.475612,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Chad,2014,2.438931,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Philippines,2014,25.050042,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Myanmar,2014,3.70384,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Japan,2014,28.4538,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Mongolia,2014,2.425234,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Brunei Darussalam,2014,1.879623,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,South-eastern Asia,2014,7.7,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Korea (South),2014,57.584565,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Korea (North),2014,15.933403,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Eastern Asia,2014,21.1,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,China,2014,29.858368,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Mozambique,2014,0.927968,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Réunion,2014,22.445252,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Mauritius,2014,26.354053,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Rwanda,2014,1.443692,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,South Sudan,2014,1.329293,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Somalia,2014,30.33607,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Uganda,2014,1.331451,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,"Tanzania, United Republic of",2014,7.447489,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Zambia,2014,2.144046,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Zimbabwe,2014,24.287928,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Congo (Brazzaville),2014,0.009141,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Angola,2014,0.67913,Float,All,A,T,NA,P,Total,Percentage
6,6.4,6.4.2,ER_H2O_STRESS,Afghanistan,2014,43.670393,Float,All,A,T,NA,P,Total,Percentage
